REF	Company (Manufacturer)	Company Location	Review Date	Country of Bean Origin	Specific Bean Origin or Bar Name	Cocoa Percent	Ingredients	Most Memorable Characteristics	Rating
2676	Orfeve	Switzerland	2021	Madagascar	Bejofo Estate, 2019 Harvest, b. 4/6-2	75%	3- B,S,C	tart, green apple, rich	3.5
2680	Orfeve	Switzerland	2021	Colombia	Tumaco, 2019 Harvest, b. 3/8-2	75%	3- B,S,C	burnt honey, rubbery	2.75
2566	Aruntam	Italy	2021	Tanzania	Kokoa Kamili, lot TZ72199	72%	4- B,S,C,L	caramel, sour milk	3.5
2542	5150	U.S.A.	2021	India	Anamalai, batch 1	68%	3- B,S,C	milk brownie, macadamia,chewy	3.5
2704	Odyssey	U.S.A.	2021	Venezuela	Chuao	70%	2- B,S	strong start, fruity, acidic	3.5
2704	Odyssey	U.S.A.	2021	Venezuela	Chuao	80%	2- B,S	berries, burnt, rubbery, off	3
2582	Odyssey	U.S.A.	2021	U.S.A.	Hawaii Kona	70%	2- B,S	burnt fudge, nutty	3.25
2696	Odyssey	U.S.A.	2021	Peru	Ucayali	70%	2- B,S	deep cocoa, cherry, slight ashy	3.25
2566	Odyssey	U.S.A.	2021	Haiti	Pisa	70%	2- B,S	blackberry, tang	3.75
2582	Odyssey	U.S.A.	2021	Blend	Elegant Asian Blend", Vietnam, India	100%	1- B	sharp fruit, intense, sl. Sour	3
2562	Aruntam	Italy	2021	Madagascar	Bejofo E., Akesson, lot MA72820	72%	4- B,S,C,L	strawberry, sour	3.25
2562	Aruntam	Italy	2021	India	Idukki Kerala, lot IN728221	72%	4- B,S,C,L	cinamon, nutmeg, fatty	3.25
2656	Monsoon	U.S.A.	2021	Peru	Ucayali, batch 9	72%	3- B,S,C	licorice, cocoa	3.5
2542	Monsoon	U.S.A.	2021	Ecuador	Esmeraldas, batch 9	75%	2- B,S	intense, floral, cocoa,long lasting	3.75
2680	Monarque	Canada	2021	Philippines	Kablon, lot 07 (made for Etat de Choc)	76%	3- B,S,C	black tea, floral	3.5
2648	Moku	U.S.A.	2021	Madagascar	Bejofo, batch 7	70%	3- B,S,C	creamy, off note, rubbery, petro	2.75
2652	Moku	U.S.A.	2021	Dominican Republic	Zorzal, batch 8	70%	3- B,S,C	dark fruit, slight harsh molasses	3.25
2570	Millesime	Belgium	2021	Tanzania	Kilombero Valley	90%	3- B,S,C	sandy, bitter, sour fruit	3
2566	Millesime	Belgium	2021	Panama	Bocas del Toro	75%	3- B,S,C	sandy, green, grassy, harsh	2.75
2570	Millesime	Belgium	2021	India	Kaithapara	74%	3- B,S,C	unripe fruit, sour, watery	3
2704	Maui Kuia	U.S.A.	2021	U.S.A.	Kuia Estate, Hawaii, lot 083122	70%	3- B,S,C	sweet, banana, mild sour orange	3.5
2598	Maribea	U.S.A.	2021	Mexico	Tabasco	72%	3- B,S,C	earthy, musty, sweet	2.75
2598	Maribea	U.S.A.	2021	Brazil	Bahia, Catongo	72%	3- B,S,C	delicate, nutty, butterscotch	3.25
2598	Maribea	U.S.A.	2021	Bolivia	Alto Beni, Walikewa	72%	3- B,S,C	floral, earthy, acidic, harsh	2.75
2610	Marana	Peru	2021	Peru	Piura, Norandino coop, cacao blanco	70%	3- B,S,C	mild orange, herbaceous	3.5
2610	Marana	Peru	2021	Peru	San Martin, Allima coop	80%	3- B,S,C	smoked nuts, tang	3.25
2664	Madhu	U.S.A.	2021	Colombia	Tumaco	70%	2- B,S	very sticky, nutty, woody	2.5
2692	Luisa Abram	Brazil	2021	Brazil	Wild Jurua (limited edition for Caputo's)	70%	3- B,S,C	mild sweet honey, rum, off	3.25
2590	Loon	U.S.A.	2021	Bolivia	Alto Beni	70%	3- B,S,C	sweet, sl. smokiness, fruit	2.75
2586	Loon	U.S.A.	2021	Belize	Maya Mountain	75%	3- B,S,C	cherry, fatty, cocoa	3
2562	Letterpress	U.S.A.	2021	U.S.A.	Maui Kuia E., Hawaii, 2018-2019 h., batch 1	70%	3- B,S,C	home baked banana nut bread	3.75
2562	Letterpress	U.S.A.	2021	Sao Tome & Principe	Satocao, limited ed., batch 2	70%	3- B,S,C	buttery, sunflower, astringent	3.5
2708	Kasama	Canada	2021	Philippines	Davao, Mindanao, batch 24	70%	3- B,S,C	licorice, melon	3.25
2708	Kasama	Canada	2021	Papua New Guinea	Karkar Island, Madong, batch 34	70%	3- B,S,C	plum, molasses	3.5
2586	Animas	U.S.A.	2021	Guatemala	Alta Verapaz, Cahabon, Lanquin regions, b. 4243	75%	2- B,S	orange citrus, harsh earthiness	3.25
2586	Animas	U.S.A.	2021	Belize	Maya Mountain, batch 39	75%	2- B,S	burnt toast, cherry	3
2614	Hemisphere	U.S.A.	2021	Nicaragua	Matagalpa, El Tuma region	70%	2- B,S	delicate fruit, black tea	3.25
2614	Hemisphere	U.S.A.	2021	Ecuador	Esmeraldas, Muisne Estate	70%	2- B,S	harsh, earthy, dirty	2.75
2606	Hecho	Mexico	2021	Mexico	Soconusco, La Rioja Farm, Chiapas	70%	2- B,S	delicate, carame, tang	3.5
2696	Green Door	U.K.	2021	India	Idukki Hills, batch 11	70%	3- B,S,C	spicy, vanilla	3
2696	Great Lakes	U.S.A.	2021	Vietnam	Dak Lak, batch 09	73%	3- B,S,C	roasty, sweet, fruity, cocoa	3.5
2692	Great Lakes	U.S.A.	2021	Tanzania	Kokoa Kamili, Kilombero District, batch 11	70%	3- B,S,C	nutty, spicy, candied orange	3.5
2692	Great Lakes	U.S.A.	2021	Madagascar	Sambirano, Ambanja, batch 11	72%	3- B,S,C	fruity, cocoa, sweet	3.5
2642	Gotham	U.S.A.	2021	India	Idukki Hills, "Adventurous"	70%	2- B,S	sweet, dominate cocoa, spice	3
2644	Gotham	U.S.A.	2021	Dominican Republic	Oko Caribe	70%	2- B,S	sandy, sweet, earthy,deep cocoa	3.25
2642	Gotham	U.S.A.	2021	Bolivia	Alto Beni, "Wild"	70%	2- B,S	spice/herb dominate cocoa base	3.25
2602	Goodnow Farms	U.S.A.	2021	Ecuador	Costa Esmeraldas, Salazar Farm	70%	3- B,S,C	banana, cocoa, late floral	3.75
2664	Fruition	U.S.A.	2021	Peru	Ucayali, batch 1	72%	3- B,S,C	black licorice, tangy	3.75
2554	Fruition	U.S.A.	2021	Dominican Republic	Hispaniola, Dom. Rep. blend, batch 50	68%	4- B,S,C,V	dried fruit, cocoa base, fatty	3.75
2550	Fruition	U.S.A.	2021	Dominican Republic	Los Bejucos, batch 1	77%	2- B,S	sl. bitter up front, fatty, intense	3.25
2644	Fresco	U.S.A.	2021	Venezuela	Chuao Village, BR-SC, batch 21-437	68%	3- B,S,C	robust cocoa, dried cranberry	4
2708	Fresco	U.S.A.	2021	Peru	Lamas, Oro Verde, #282, DR MC, batch 21-451	74%	3- B,S,C	spicey, herbal, ripe, sl. burnt	3.25
2708	Fresco	U.S.A.	2021	Peru	Lamas, Oro Verde, #280, MR 0C, batch 21-457	74%	3- B,S,C	licorice, caramel, floral, dirty	3
2644	Fresco	U.S.A.	2021	Nicaragua	O'Payo Profundo, Waslala, DR-LC, #272, b. 21-433	70%	3- B,S,C	rich chocolate, late spice notes	3.75
2644	Fresco	U.S.A.	2021	Nicaragua	O'Payo Profundo, Waslala, MR-MC, #271, b. 21-431	70%	3- B,S,C	oily, black licorice, spicey	3.5
2704	Fresco	U.S.A.	2021	Madagascar	Sambirano V., #290, MR MC, batch 21-454	70%	3- B,S,C	raspberry, mild sour, cocoa	3.5
2642	Fresco	U.S.A.	2021	Ghana	ABOCFA, #261, DR-MC, batch 21-448	68%	3- B,S,C	fudgey, spicey, nutty	3.5
2642	Fresco	U.S.A.	2021	Ghana	ABOCFA, #260, LR-SC, batch 20-335	68%	3- B,S,C	coconut, high astringency	3.25
2712	Fossa	Singapore	2021	Malaysia	Semai Community, Kamping Long B, Pahang	72%	2- B,S	dairy, cocoa, mild sour	3.5
2712	Fossa	Singapore	2021	Indonesia	Burang, Popayato-Paquat microlot, Goranulo Province	72%	2- B,S	dried fruit (fig), black licorice	3.5
2664	Ethereal	U.S.A.	2021	Uganda	Uganda	70%	3- B,S,C	sandy, basic cocoa, sweet	3
2542	5150	U.S.A.	2021	Fiji	Matasawalevu, batch 1	68%	3- B,S,C	chewy, off, rubbery	3
2534	El Buen	U.S.A.	2020	Madagascar	Akessons, Sambirano Valley	70%	2- B,S	molasses, red fruit, astringent	3
2534	El Buen	U.S.A.	2020	Colombia	Tumaco	70%	2- B,S	cocoa, spice, alcohol, dirty	3
2466	Dick Taylor	U.S.A.	2020	Blend	Northerner, Madagascar and Brazil	73%	2- B,S	burnt honey, earthy	3.5
2526	Cultura	U.S.A.	2020	Mexico	Tabasco, Agrofloresta Cacao, 2020 h., batch 20098	70%	3- B,S,C	raisins, honey, molassses	3.5
2522	Cultura	U.S.A.	2020	Haiti	Pisa, 2020 harvest, batch 20111	70%	3- B,S,C	rich malt	3.5
2526	Cultura	U.S.A.	2020	Guatemala	Lachua, Cacao Verapaz, 2018 harvest, batch 20092	70%	3- B,S,C	sandy, sweet, basic cocoa base	3.25
2522	Cultura	U.S.A.	2020	Belize	Maya Mountain, 2020 harvest, batch 20107	75%	3- B,S,C	raspberry, cocoa	3.5
2466	Crow and Moss	U.S.A.	2020	Honduras	Wampusirpi, batch 41	70%	2- B,S	banana, spicy, grassy	3.5
2502	Crow and Moss	U.S.A.	2020	Ecuador	Camino Verde, batch 84	70%	2- B,S	bold, black tea, floral, banana	3.25
2466	Crow and Moss	U.S.A.	2020	Dominican Republic	Zorzal, batch 40	70%	2- B,S	deep cherry, earthy, rubbery	3.25
2466	Crow and Moss	U.S.A.	2020	Colombia	Aruaca, batch 39	70%	2- B,S	nutty, citrus	3.25
2474	Coco	Canada	2020	Peru	Ucayali	70%	3- B,S,C	balanced, anise, creamy	3.5
2514	Chokola	U.S.A.	2020	Venezuela	Chuao w/ nibs, 2017-2018 harvest, Batch 9	75%	2- B,S	mild lemon, cocoa, crisp nibs	3.75
2514	Chokola	U.S.A.	2020	Madagascar	Bejofo, 2019 H., Batch 20	67%	2- B,S	cherry, perfectly balanced roast	4
2534	Chokola	U.S.A.	2020	Guatemala	Verapaz, 2017 harvest, Batch 14	70%	2- B,S	rich, raisiny, molasses	3.5
2534	Chokola	U.S.A.	2020	Belize	Maya Mountain, 2017 harvest, Batch 11	70%	2- B,S	fruity, honey, cocoa, roasty	3.75
2470	Acalli	U.S.A.	2020	Peru	Barataria, El Plantal and Norandino Tumbes blend	70%	2- B,S	hot cocoa, rich, molasses	3.5
2462	Acalli	U.S.A.	2020	Mexico	Teapa, Tabasco, batch 2	74%	2- B,S	herbal, molasses, hammy	3.25
2510	Cacao Santa Fe (Art of Chocolate)	U.S.A.	2020	Peru	Ucayali	72%	4- B,S,C,V	intense,sweet,vanilla dominate	2.75
2510	Cacao Santa Fe (Art of Chocolate)	U.S.A.	2020	Ecuador	Costa Esmeraldas	72%	4- B,S,C,V	cocoa base, sweet, earthy	3
2510	Cacao Santa Fe (Art of Chocolate)	U.S.A.	2020	Dominican Republic	Zorzal Reserve, Hispaniola, batch 239	72%	4- B,S,C,V	cocoa butter dominates, cocoa	2.75
2522	Xocolatl	U.S.A.	2020	Tanzania	Kokoa Kamili, Kilombero Valley, batch 1	73%	2- B,S	sandy, earthy, hint of tang	3.25
2518	Xocolatl	U.S.A.	2020	Peru	San Martin de Pangoa, batch 46	70%	2- B,S	burnt caramel, grapes	3.5
2522	Xocolatl	U.S.A.	2020	Nicaragua	Matagalpa, batch 57	72%	2- B,S	sandy, roasty, fig, late spiciness	3.5
2478	Vaka	Canada	2020	Belize	Maya Mountain, Toledo, batch 91	74%	3- B,S,C	roasted strawberry, bold	3.5
2490	Tribe	Canada	2020	Vietnam	Dak Lak, batch 0A08	70%	2- B,S	tart, sweet, sour, savory	2.75
2470	Tribe	Canada	2020	Peru	Ucayali	70%	2- B,S	very sandy, spicey, sweet	3
2490	Tribe	Canada	2020	Honduras	Copan, batch 0A03	70%	2- B,S	woody, sweet, unrefined	2.75
2526	Triangle Roasters	U.S.A.	2020	Nicaragua	La Colonia	70%	2- B,S	high acidity, toffee, spicy	3.25
2526	Triangle Roasters	U.S.A.	2020	Haiti	Pisa	70%	2- B,S	dominating roast, deep cocoa	3.25
2530	Triangle Roasters	U.S.A.	2020	Guatemala	Guatemala	70%	2- B,S	bright fruit, heavy roast, smooth	3.75
2510	To'ak	Ecuador	2020	Ecuador	Galapagos, Santa Cruz Island, 2018 h.	75%	3- B,S,C	strong floral, oily, bold, grassy	3.25
2470	Sweetness	Canada	2020	Peru	Ucayali	68%	3- B,S,C	burnt black licorice, intense	3.25
2482	Sweetness	Canada	2020	Papua New Guinea	Papua New Guinea	73%	3- B,S,C	savory lemon, ham	3.25
2474	Sweetness	Canada	2020	Mexico	Tabasco	74%	3- B,S,C	dried fig, earthy, dirty	3
2514	Ritual	U.S.A.	2020	Madagascar	Sambirano, 2019 h., batch 7	75%	3- B,S,C	tart fruit, roasty	3.5
2506	Qantu	Canada	2020	Peru	Piura, Gran Blanco, lot 400	70%	3- B,S,C	grapes and honey	4
2470	Qantu	Canada	2020	Peru	Morropon, Piura, AoC Golden Bean 2018	70%	3- B,S,C	intense plum, harsh woody	3.5
2530	Pollinator	U.S.A.	2020	Tanzania	Tanzania	70%	3- B,S,C	raisins, grapes, tart	3.25
2530	Pollinator	U.S.A.	2020	Dominican Republic	Zorzal Plantation	70%	3- B,S,C	slightly bitter, earthy, fruity	3
2530	Pollinator	U.S.A.	2020	Bolivia	Tranquilidad, "Wild Bolivia"	70%	3- B,S,C	sandy, dried fruit, earthy	3
2462	Piety and Desire	U.S.A.	2020	Vietnam	Dak Nong, batch 405	70%	3- B,S,C	swiss miss, pistachio, rich	3
2462	Piety and Desire	U.S.A.	2020	Tanzania	Kokoa Kamili, Kilombero Valley, batch 304	70%	3- B,S,C	sweet, cream, cherry, rich	3.5
2462	Piety and Desire	U.S.A.	2020	India	Kerla	73%	3- B,S,C	creamy, fruity, mocha	3.5
2518	Or Dubh	U.S.A.	2020	Vietnam	Ben Tre, Mekond Delta, 2018 H.	70%	2- B,S	roast dominates,spicy,astringent	3.25
2518	Or Dubh	U.S.A.	2020	Tanzania	Kokoa Kamili, Kilombero Valley, 2018 H.	70%	2- B,S	sweet edge, dried fruit, lemon	3.5
2514	Or Dubh	U.S.A.	2020	Madagascar	Sambirano, Northern Ambanja, 2018 Harvest	70%	2- B,S	sweet, tart, raisin, sour ending	3.25
2498	Odyssey	U.S.A.	2020	Vietnam	Ben Tre	70%	2- B,S	complex,cranberry,malt, vanilla	3.75
2494	Odyssey	U.S.A.	2020	Uganda	Bundibugyo	70%	2- B,S	dominant hazelnut, fudge	3.25
2494	Odyssey	U.S.A.	2020	Tanzania	Kokoa Kamili	70%	2- B,S	sour banana, muted	3
2494	Odyssey	U.S.A.	2020	India	Idukki Hills	70%	2- B,S	intense tart, sourness	3.25
2490	Odyssey	U.S.A.	2020	Guatemala	Cahabon	70%	2- B,S	damp woody, leather, cocoa	3
2498	Odyssey	U.S.A.	2020	Colombia	Arhuaca	70%	2- B,S	walnut, tobacco, grassy	3.25
2494	Odyssey	U.S.A.	2020	Bolivia	Tranquilidad, Wild	70%	2- B,S	silky smooth, cherry, cocoa	3.75
2486	Nuance	U.S.A.	2020	Vietnam	Lam Dong, 2016 h., batch 20111	70%	3- B,S,C	spicy, cocoa, hammy	3.25
2486	Nuance	U.S.A.	2020	Nigeria	Akwa Ibom, 2017 h., batch 19762	70%	3- B,S,C	cocoa, nut, dried fruit, rubbery	3
2490	MUCHO	Mexico	2020	Mexico	Finca La Rioja E., Cacahoatan, Chiapas	70%	3- B,S,C	light color, spicy, sweet, sour	3
2458	Misina	Czech Republic	2020	Vietnam	Vietnam	70%	3- B,S,C	sour fig, cocoa, creamy, fatty	3.5
2474	McGuire	Canada	2020	Guatemala	Cahabon E., "Adioesmac"	70%	3- B,S,C	musty, woody, rubbery, roasty	2.5
2478	McGuire	Canada	2020	Belize	Maya Mountain, Toledo	70%	3- B,S,C	cocoa, strawberry	3.25
2486	Maverick	U.S.A.	2020	Vietnam	Dak Nong, Marou Cacao	75%	3- B,S,C	roasty, hammy, dirty	3
2482	Maverick	U.S.A.	2020	U.S.A.	Hawai'i Island, Big Island, Mauna Kea	70%	3- B,S,C	nutty, cheese, savory	3
2482	Maverick	U.S.A.	2020	Madagascar	Akesson P., Sambirano	65%	3- B,S,C	sweet edge, sour fruit	3.25
2506	Lumineux	U.S.A.	2020	Uganda	Semuliki Forest, Latitude Trading Co, batch 100	68%	3- B,S,C	candied, sweet cocoa, roasty	3.25
2502	Lumineux	U.S.A.	2020	Tanzania	Kilombero Valley, batch 74	75%	3- B,S,C	fatty, dominant roast, spice	3.25
2502	Lumineux	U.S.A.	2020	Madagascar	Bejofo E., Sambirano, batch 115	73%	3- B,S,C	roasted pear, cocoa, sour	3.25
2506	Lumineux	U.S.A.	2020	Ivory Coast	Cote d'Ivoire, batch 83	67%	3- B,S,C	spice, coconut	3.5
2506	Lumineux	U.S.A.	2020	India	Kerala State, GoGround, batch 88	72%	3- B,S,C	deep cocoa, sl. pungent, sandy	3
2518	Luisa's Vegan	U.K.	2020	Papua New Guinea	Karkar Island	72%	3- B,S,C	smoke, fruit, ham, fatty	3.25
2538	Lirio	U.S.A.	2020	Vietnam	Tien Giang, batch 970	72%	2- B,S	spicy, sweet, cocoa	3
2538	Lirio	U.S.A.	2020	Sierra Leone	Gola Rainforest, batch 920	72%	2- B,S	grassy, rubbery, chemical	2.5
2538	Lirio	U.S.A.	2020	India	Anamalai, batch 970	72%	2- B,S	basic cocoa, dirty/burnt edge	3
2478	Kin + Pod	Canada	2020	Colombia	Tumaco, batch 113	70%	3- B,S,C	poor finish, cocoa, grassy	3.25
2502	Kah Kow	U.S.A.	2020	Dominican Republic	West Indian, Rizek Historical S.	67%	4- B,S,C,L	banana, fall spices, earthy	3.75
2498	Kah Kow	U.S.A.	2020	Dominican Republic	La Magdalena, Rizek Historical S., single estate	70%	3- B,S,C	light color, nutty, caramel	3.75
2498	Kah Kow	U.S.A.	2020	Dominican Republic	Tireo, Rizek Historical Selection, single estate	68%	4- B,S,C,L	rich cocoa, dried fruit, roasty	3.75
2458	Jordis	Czech Republic	2020	Venezuela	Chuao	75%	3- B,S,C	harsh, burnt nuts, powdery	2.75
2478	Finnia	Canada	2020	Mexico	Mexico	70%	3- B,S,C	banana, bland, sour, off	3
2474	Finnia	Canada	2020	Honduras	Honduras	70%	3- B,S,C	off, hammy, roasty	2.75
2482	Finnia	Canada	2020	Colombia	Chigorodo, batch 001	70%	3- B,S,C	nutty, melon, vinegar	2.75
2486	Finnia	Canada	2020	Blend	Ucayali (Peru), Papua New G., Tabasco (Mexico)	70%	3- B,S,C	fruit, cocoa, fatty	3.25
2350	ENNA	U.S.A.	2019	Trinidad	Maiden Voyage Estate, Herbert Pasqual	72%	3- B,S,C	muddy, raisins, nut, rubbery	3.5
2350	ENNA	U.S.A.	2019	Tanzania	Kokoa Kamili	80%	3- B,S,C	fruit, dirty	3
2350	ENNA	U.S.A.	2019	Sierra Leone	Gola Rainforest	70%	3- B,S,C	dirty, earthy, burnt, honey	2.5
2382	Eldora	U.S.A.	2019	Guatemala	Polochic, batch 711	70%	3- B,S,C	cocoa, fig notes	3.5
2358	Eclat (Fruition)	U.S.A.	2019	Peru	NOE, nacional/criollo, batch 1	80%	2- B,S	nutty, almond butter	3.5
2366	Duffy's	U.K.	2019	Philippines	South Cotabato	70%	4- B,S,C,L	cocoa, honey, watery, sweet	3.5
2390	Double Spiral	U.S.A.	2019	Tanzania	Kokoa Kamili	70%	2- B,S	dry, sour, sweet, mild fruit	2.75
2390	Double Spiral	U.S.A.	2019	Dominican Republic	Hispaniola	75%	2- B,S	dry, cocoa, grassy, spicy	3
2390	Double Spiral	U.S.A.	2019	Dominican Republic	Oko Caribe	75%	2- B,S	dry, earthy, walnut	2.5
2406	Diogo Vaz	Sao Tome & Principe	2019	Sao Tome	Sao Tome, batch TRI-18-002, trinitario	75%	4- B,S,C,L	bland, fatty, fruit	3
2402	Diogo Vaz	Sao Tome & Principe	2019	Sao Tome	Sao Tome, batch OST-18-01	65%	4- B,S,C,L	complex, sweet, sour, grassy	3
2402	Diogo Vaz	Sao Tome & Principe	2019	Sao Tome	Sao Tome, unroasted, batch UNR-18-003	70%	4- B,S,C,L	cocoa, raw, dirty, chemical	2.75
2406	Diogo Vaz	Sao Tome & Principe	2019	Sao Tome	Sao Tome, Grand Cru Plantation, amelonado	75%	4- B,S,C,L	late cocoa, harsh, off notes	2.5
2434	Dick Taylor	U.S.A.	2019	Madagascar	Akesson P., Sambirano	72%	2- B,S	sticky, dried fruit, toast, cocoa	3.75
2270	Dick Taylor	U.S.A.	2019	Belize	Maya Mtn, Toledo	72%	2- B,S	creamy, sticky, dried fruit	4
2422	Desbarres	Canada	2019	Guatemala	Monte Grande, batch 178	72%	2- B,S	smokey, roasty, acidic, rich	3
2342	Darcis	Belgium	2019	Vietnam	Mekong Delta	70%	4- B,S,C,L	muted, creamy, basic cocoa	3.25
2342	Darcis	Belgium	2019	Peru	Piura	72%	4- B,S,C,L	muted, creamy, grapes, fatty	3
2386	Dandelion	U.S.A.	2019	Vietnam	Ben Tre, 2018 Harvest	70%	2- B,S	green apple, sticky	3.5
2402	Cocoa Carib	St. Lucia	2019	St. Lucia	St. Lucia	70%	4- B,S,C,V	raw, dirty, metallic, dry	2.25
2314	Christopher Elbow	U.S.A.	2019	Vietnam	Vietnam, Marou 2017 harvest	72%	3- B,S,C	roasty, hammy, nutty	3
2310	Christopher Elbow	U.S.A.	2019	Tanzania	Kokoa Kamili, 2017 harvest	72%	3- B,S,C	basic cocoa,mild fruit, sweet	3.5
2310	Christopher Elbow	U.S.A.	2019	Ecuador	Camino Verde, 2017 harvest	73%	3- B,S,C	rich cocoa, floral, acidic	3.5
2306	Christopher Elbow	U.S.A.	2019	Dominican Republic	Oko Caribe	72%	3- B,S,C	smooth, spicy, cocoa	3.75
2310	Christopher Elbow	U.S.A.	2019	Costa Rica	Hacienda Azul, 2017 harvest	70%	3- B,S,C	cocoa, woody, basic	3.25
2310	Christopher Elbow	U.S.A.	2019	Brazil	Fazenda Camboa, 2017 harvest	70%	3- B,S,C	creamy, dried fruit, nutty	4
2294	Chocolatoa	Belgium	2019	India	Idukki Hills, GoGround, batch 0089	70%	3- B,S,C	nutty, honey, grassy	3
2438	Aelan	Vanuatu	2019	Vanuatu	EPI Island, batch E 11/19	70%	2- B,S	sandy, woody, spicy, sweet	3
2442	Aelan	Vanuatu	2019	Vanuatu	Santo Island, batch S15/19	70%	2- B,S	sweet, cocoa, rubbery	2.75
2438	Aelan	Vanuatu	2019	Vanuatu	Malo Island, batch Ma20/19	70%	2- B,S	basic, sweet, cocoa, woody	2.75
2442	Chocolarder	U.K.	2019	Madagascar	Ottange Farm, Mava P., Ramena River, Sambirano	74%	2- B,S	sugar dominates, molasses	3
2298	Chococard (Lapos)	Hungary	2019	Nicaragua	La Dalia	72%	3- B,S,C	grassy, rubbery	2.5
2298	Chococard (Lapos)	Hungary	2019	Dominican Republic	Zorzal	71%	3- B,S,C	chunky, spicy, rubbery	3.25
2438	Aelan	Vanuatu	2019	Vanuatu	Malekula Island, batch M10/19	70%	2- B,S	unrefined, sweet, metallic	2.5
2422	Chequessett	U.S.A.	2019	Ecuador	Costa Esmeraldas	72%	3- B,S,C	sl. chalky, floral, pure	3.5
2354	Castronovo	U.S.A.	2019	U.S.A. (Puerto Rico)	Puerto Rico	70%	3- B,S,C	smooth, mellow, floral	3.5
2314	Castronovo	U.S.A.	2019	Mexico	Xoconusco, criollo, batch 834	70%	3- B,S,C	smooth, caramel, dried fruit	3.75
2402	Casa Lasevicius	Brazil	2019	Brazil	Amazon Forest, 2018	65%	2- B,S	molasses, rich, vegetal	3.25
2394	Casa Lasevicius	Brazil	2019	Brazil	Fazenda Camboa, Bahia, 2018	71%	2- B,S	sandy, intense, sweet, rich	3
2278	Cacao de Origen	Venezuela	2019	Venezuela	Canoabo	70%	2- B,S	raspberry, dirty, sour	3
2278	Cacao de Origen	Venezuela	2019	Venezuela	Barlovento, Familia Rojas	75%	2- B,S	high astringent, sandy, grass	2.5
2266	Cacao 70	Canada	2019	Guatemala	Asochivite	70%	4- B,S,C,L	vegetal, unique	3.5
2330	Cacao 70	Canada	2019	Guatemala	Monte Grande, lot 001180312	70%	4- B,S,C,L	off pungent, grassy, melon	3
2266	Cacao 70	Canada	2019	Bolivia	Beniano	70%	4- B,S,C,L	subtle but refreshing	3.75
2274	Cacai Cacao	Taiwan	2019	Taiwan	Pingtung	70%	2- B,S*	molasses, sour notes	3.25
2274	Cacai Cacao	Taiwan	2019	Philippines	Davao	70%	2- B,S*	base cocoa w/ palm notes	3.5
2314	By Cacao	South Korea	2019	Ecuador	Ecuador	70%	2- B,S	smokey, sour	3
2454	5150	U.S.A.	2019	Tanzania	Kokoa Kamili, batch 1	76%	3- B,S,C	rich cocoa, fatty, bready	3.25
2290	Bonaterra	Malaysia	2019	Malaysia	Tawau, Borneo Island	74%	2- B,S	grassy, savory, sour	3.25
2290	Bonaterra	Malaysia	2019	Malaysia	Kota Marudu, Borneo Island	72%	2- B,S	sweet, fruit, chemical off note	2.75
2290	Bonaterra	Malaysia	2019	Malaysia	Keningau, Borneo Island	68%	2- B,S	sweet, dirty, off notes	2.5
2454	5150	U.S.A.	2019	Madagascar	Bejofo Estate, batch 1	76%	3- B,S,C	cocoa, blackberry, full body	3.75
2374	Xocolatisimo	El Salvador	2019	El Salvador	Hacienda San Jose	70%	4- B,S,C,L	nutty, basic cocoa	3.25
2378	Xocolatisimo	El Salvador	2019	El Salvador	Hacienda San Jose	75%	4- B,S,C,L	coarse, sweet, candy, licorice	3
2374	Xocolatisimo	El Salvador	2019	El Salvador	Hacienda San Jose	65%	4- B,S,C,L	overly sweet, dirty	2.75
2346	Wm	U.S.A.	2019	Venezuela	Porcelana	70%	3- B,S,C	intense, creamy, nutty	3.5
2406	Wm	U.S.A.	2019	Belize	Maya Mountain, 2017, batch 255	68%	3- B,S,C	flat, molasses, creamy	3.25
2314	Tree to Bar	South Korea	2019	Ecuador	Ecuador	70%	2- B,S	nutty, floral	3.5
2270	Tosier	U.K.	2019	Colombia	Tumaco	70%	3- B,S,C	dull, chewy, sweet	2.75
2358	Tiny House	U.S.A.	2019	Tanzania	Kokoa Kamili	71%	2- B,S	bland, mild honey, sour	2.75
2414	Thistle & Rose aka Aggie USU	U.S.A.	2019	Ecuador	Costa Esmeraldas, 2017 h., batch 28	70%	2- B,S	pure, bold, floral	3.5
2374	Terroir	U.S.A.	2019	Haiti	Haiti	72%	3- B,S,C	harsh, tobacco	2.75
2370	Terroir	U.S.A.	2019	Bolivia	Alto Beni	77%	3- B,S,C	muted, roasted banana	3.25
2358	Terroir	U.S.A.	2019	Belize	Maya Mountain	77%	3- B,S,C	berries, licorice, cocoa,bitter	3
2306	Taucherli	Switzerland	2019	Nicaragua	Nicaragua	72%	3- B,S,C	nutty, off, roasty, fatty	3
2306	Taucherli	Switzerland	2019	Mexico	Mexico	70%	3- B,S,C	nutty, fruit, sour, floral	3.25
2262	Taste Artisan	U.S.A.	2019	Venezuela	Chuao, batch 20170714C	75%	4- B,S,C,V	vanilla, fatty	3
2326	Taste Artisan	U.S.A.	2019	Peru	Piura	75%	3- B,S,C	fig	4
2326	Taste Artisan	U.S.A.	2019	Peru	Amazonas	75%	3- B,S,C	blackberry, dirt, high roast	3.25
2286	Tala	Vietnam	2019	Vietnam	Vietnam	75%	3- B,S,C	intense cocoa, fatty, sticky	3
